100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,7921,2050,0,4981,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,20453,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,19333,16040,8452,11029,4981,0,100000000,100000000,100000000,100000000,7124,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,6458,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,0,8138,13226,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,9280,100000000,100000000,100000000,100000000,8138,0,4468,13316,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,16285,100000000,100000000,100000000,100000000,100000000,13226,4468,0,3848,100000000,19253,15273,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,3428,100000000,100000000,100000000,100000000,100000000,13316,3848,0,4896,20921,21101,100000000,100000000,100000000,100000000,100000000,1465,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,14969,5108,18152,100000000,100000000,7124,100000000,100000000,100000000,4896,0,100000000,100000000,100000000,100000000,100000000,100000000,100000000,4033,100000000,100000000,100000000,100000000,5410,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,19253,20921,100000000,0,1352,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,15273,21101,100000000,1352,0,6970,4420,100000000,8650,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,6970,0,2426,1937,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,4420,2426,0,4021,1754,4552,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,1937,4021,0,100000000,4825,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,8650,100000000,1754,100000000,0,2290,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,4552,4825,2290,0,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,1465,4033,100000000,100000000,100000000,100000000,100000000,100000000,100000000,0,3492,100000000,5672,100000000,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,3492,0,1898,1844,6841,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,1898,0,2554,2153,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,5672,1844,2554,0,3889,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,6841,2153,3889,0,100000000,100000000,100000000,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,20453,6458,100000000,100000000,100000000,100000000,5410,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,0,7540,10205,100000000,100000000,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,7540,0,2465,1517,4628,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,10205,2465,0,5300,5809,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,1517,5300,0,1597,
100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,4628,5809,1597,0,
